0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
0.351185, 0.197698, 93.075826
